batch,filename,ne0,ne1,ne2,labels
16,msb_000016.msout,170999,0.498435258,0.32579374,3
16,msb_000016.msout,122347,0.285592435,0.704959442,3
16,msb_000016.msout,259000,0.558834337,0.741002406,3
16,msb_000016.msout,119128,0.275188544,0.498622822,3
16,msb_000016.msout,168453,0.387201624,0.385749095,3
16,msb_000016.msout,164057,0.43233657,0.403599553,3
16,msb_000016.msout,71695,0.305089928,2.21381433,4
16,msb_000016.msout,141386,0.525993427,2.132459873,4
16,msb_000016.msout,198376,1.721878938,0.615360069,4
16,msb_000016.msout,203392,1.76824669,0.201097741,4
16,msb_000016.msout,53591,2.020882531,0.705176326,4
16,msb_000016.msout,221454,1.819576145,0.220868678,4
16,msb_000016.msout,41616,0.421443164,1.74775529,4
16,msb_000016.msout,494827,0.659498717,2.072223078,4
17,msb_000017.msout,134274,0.727652176,1.011309946,1
17,msb_000017.msout,492994,0.894054345,0.999058564,1
17,msb_000017.msout,455345,0.810761839,1.128643136,1
17,msb_000017.msout,457248,0.827979192,0.956288491,1
17,msb_000017.msout,123638,1.093343156,0.735648481,1
17,msb_000017.msout,429457,0.992481101,0.771261333,1
17,msb_000017.msout,333047,1.026784355,1.006321468,1
17,msb_000017.msout,37248,0.960433559,1.065720733,1
17,msb_000017.msout,89185,2.229550331,2.194147493,2
17,msb_000017.msout,434816,2.049361849,2.154779227,2
17,msb_000017.msout,357377,1.761713845,2.11266135,2
17,msb_000017.msout,424573,2.074171937,1.960940583,2
17,msb_000017.msout,14064,2.000720079,2.018533227,2
17,msb_000017.msout,107153,2.101033492,2.108029608,2
17,msb_000017.msout,471363,2.232615352,1.867206709,2
17,msb_000017.msout,354760,2.010946991,1.964384389,2
17,msb_000017.msout,224984,0.404191082,0.357796121,3
17,msb_000017.msout,66479,0.549826283,0.36944566,3
17,msb_000017.msout,139356,0.721297428,0.527056172,3
17,msb_000017.msout,222688,0.534843944,0.382837875,3
17,msb_000017.msout,320244,0.699618466,0.533674624,3
17,msb_000017.msout,211129,0.534416509,0.733410247,3
17,msb_000017.msout,84779,0.654745038,0.259695805,3
17,msb_000017.msout,14998,0.746841249,0.427171277,3
17,msb_000017.msout,451630,0.527273621,1.858559998,4
17,msb_000017.msout,283170,0.243086499,2.224419759,4
17,msb_000017.msout,232767,0.461469717,2.013053479,4
17,msb_000017.msout,423993,0.301364311,1.801484496,4
17,msb_000017.msout,152699,1.800957507,0.516418552,4
17,msb_000017.msout,170887,0.422523736,2.142302316,4
17,msb_000017.msout,489847,1.719261979,0.625277671,4
17,msb_000017.msout,174846,2.01710172,0.439791654,4
18,msb_000018.msout,473867,0.88113968,0.918809211,1
18,msb_000018.msout,147232,1.179610487,1.083286064,1
18,msb_000018.msout,85557,0.721581703,1.086036682,1
18,msb_000018.msout,253777,0.88649754,0.983492262,1
18,msb_000018.msout,136331,1.176149904,1.000933315,1
18,msb_000018.msout,17832,0.72061505,0.709556555,1
18,msb_000018.msout,439718,1.135321721,1.203193824,1
18,msb_000018.msout,483043,0.742752195,1.082142581,1
18,msb_000018.msout,412283,2.236138921,2.203842156,2
18,msb_000018.msout,398925,2.042630503,2.104723389,2
18,msb_000018.msout,416199,2.020515912,1.914100785,2
18,msb_000018.msout,382504,1.940010181,1.820889339,2
18,msb_000018.msout,425370,2.157877687,2.048579431,2
18,msb_000018.msout,164440,1.970311784,2.183058312,2
18,msb_000018.msout,474051,1.740598692,1.808037943,2
18,msb_000018.msout,139924,2.217337192,1.97081628,2
18,msb_000018.msout,374604,0.454950183,0.634657806,3
18,msb_000018.msout,378922,0.515855616,0.5218625,3
18,msb_000018.msout,336202,0.520657755,0.727139785,3
18,msb_000018.msout,28008,0.479615618,0.411945896,3
18,msb_000018.msout,157697,0.474303741,0.473782156,3
18,msb_000018.msout,481730,0.58710612,0.206971567,3
18,msb_000018.msout,245855,0.517538765,0.44382585,3
18,msb_000018.msout,299650,0.466929381,0.201797965,3
18,msb_000018.msout,130409,2.138004766,0.298554111,4
18,msb_000018.msout,162017,2.03737798,0.675748657,4
18,msb_000018.msout,394269,2.140160974,0.54112384,4
18,msb_000018.msout,41579,0.574742941,2.153147119,4
18,msb_000018.msout,49737,0.438903025,1.909653458,4
18,msb_000018.msout,56958,2.142429966,0.445621411,4
18,msb_000018.msout,274123,0.64667944,2.009337966,4
18,msb_000018.msout,271645,2.231802768,0.710715823,4
19,msb_000019.msout,358480,0.765867352,0.75193948,1
19,msb_000019.msout,72756,1.085843292,0.968363731,1
19,msb_000019.msout,343808,1.10897636,0.954869841,1
19,msb_000019.msout,403337,1.11833915,0.741917975,1
19,msb_000019.msout,179718,1.0916773,1.102074281,1
19,msb_000019.msout,5568,1.126148635,1.052228196,1
19,msb_000019.msout,435839,0.992406216,1.248266925,1
19,msb_000019.msout,351091,0.798605724,1.003671658,1
19,msb_000019.msout,12684,1.988807619,1.74462024,2
19,msb_000019.msout,354991,1.774468281,2.072947838,2
19,msb_000019.msout,474300,2.009823356,2.001874355,2
19,msb_000019.msout,20485,1.796778976,2.182661781,2
19,msb_000019.msout,27756,2.145874382,1.883551188,2
19,msb_000019.msout,169171,1.891853901,1.892025307,2
19,msb_000019.msout,364628,1.925020248,2.228398747,2
19,msb_000019.msout,129314,1.760772241,1.82041926,2
19,msb_000019.msout,72752,0.468222052,0.61294307,3
19,msb_000019.msout,111810,0.652482751,0.33834181,3
19,msb_000019.msout,427556,0.250824923,0.264305865,3
19,msb_000019.msout,371572,0.630129287,0.666201785,3
19,msb_000019.msout,393081,0.259318405,0.356974229,3
19,msb_000019.msout,393429,0.589960192,0.200782077,3
19,msb_000019.msout,283750,0.695642259,0.260949516,3
19,msb_000019.msout,406512,0.430649708,0.540304987,3
19,msb_000019.msout,18990,0.35196722,2.104271923,4
19,msb_000019.msout,213972,2.058700464,0.356110057,4
19,msb_000019.msout,45505,0.359704751,2.118251779,4
19,msb_000019.msout,63164,0.246507291,1.906033386,4
19,msb_000019.msout,375373,2.232372985,0.217457536,4
19,msb_000019.msout,255209,1.841617922,0.495286563,4
19,msb_000019.msout,412932,0.2432129,2.161213364,4
19,msb_000019.msout,173232,0.495737128,2.152608822,4
20,msb_000020.msout,163786,1.095062347,1.185751639,1
20,msb_000020.msout,449047,0.730449158,1.099015313,1
20,msb_000020.msout,119274,0.734297398,1.103739218,1
20,msb_000020.msout,84489,0.808767608,0.93757413,1
20,msb_000020.msout,215104,0.826309318,1.087174137,1
20,msb_000020.msout,153258,0.803866339,0.753876054,1
20,msb_000020.msout,18355,0.703143854,1.034807412,1
20,msb_000020.msout,335380,0.997059362,1.062558241,1
20,msb_000020.msout,87968,1.768843498,1.992579969,2
20,msb_000020.msout,493450,1.744756741,1.734229492,2
20,msb_000020.msout,22728,2.010262601,1.856131592,2
20,msb_000020.msout,124040,2.1222897,2.011415456,2
20,msb_000020.msout,355570,2.032445379,1.993637694,2
20,msb_000020.msout,17583,2.126068916,1.709682393,2
20,msb_000020.msout,492409,1.961778795,1.866919873,2
20,msb_000020.msout,435725,2.149344143,1.922102533,2
20,msb_000020.msout,370652,0.570184076,0.403069316,3
20,msb_000020.msout,71850,0.267770256,0.568366245,3
20,msb_000020.msout,69458,0.568362122,0.208356283,3
20,msb_000020.msout,373273,0.704561496,0.345570045,3
20,msb_000020.msout,127178,0.624529901,0.360863558,3
20,msb_000020.msout,103822,0.543781323,0.514492121,3
20,msb_000020.msout,44802,0.601387656,0.318676685,3
20,msb_000020.msout,105469,0.429227208,0.533551729,3
20,msb_000020.msout,16486,2.193688329,0.709505681,4
20,msb_000020.msout,357816,0.339415049,1.994233267,4
20,msb_000020.msout,289338,2.197177298,0.449110413,4
20,msb_000020.msout,78410,1.899947837,0.473483189,4
20,msb_000020.msout,91077,1.871330712,0.605944671,4
20,msb_000020.msout,371844,2.08062191,0.380374321,4
20,msb_000020.msout,479196,0.483956729,2.085051482,4
20,msb_000020.msout,68603,2.231510913,0.622699663,4
21,msb_000021.msout,226906,1.071582432,0.943809297,1
21,msb_000021.msout,323416,1.203725897,1.158507815,1
21,msb_000021.msout,71023,1.154343626,0.772606756,1
21,msb_000021.msout,96702,0.909758216,1.117870769,1
21,msb_000021.msout,49063,1.075799588,1.150614813,1
21,msb_000021.msout,233648,0.708415822,0.881747689,1
21,msb_000021.msout,27217,1.036992487,1.033680463,1
21,msb_000021.msout,477231,1.196122018,0.966592216,1
21,msb_000021.msout,375092,1.789742341,1.897255297,2
21,msb_000021.msout,191965,1.870690912,1.98528903,2
21,msb_000021.msout,425294,1.762661375,1.922604736,2
21,msb_000021.msout,269646,1.772612052,2.138977327,2
21,msb_000021.msout,444365,1.702429581,2.022598635,2
21,msb_000021.msout,151670,2.145542821,1.796123861,2
21,msb_000021.msout,406102,2.096490168,2.14426118,2
21,msb_000021.msout,77966,1.732591337,1.784891567,2
21,msb_000021.msout,179966,0.221315059,0.325542596,3
21,msb_000021.msout,315049,0.421969423,0.30369873,3
21,msb_000021.msout,146686,0.240319855,0.690226839,3
21,msb_000021.msout,236075,0.689086902,0.743901755,3
21,msb_000021.msout,347491,0.733071188,0.561803289,3
21,msb_000021.msout,475865,0.655933215,0.625070372,3
21,msb_000021.msout,80177,0.59372481,0.683338711,3
21,msb_000021.msout,181506,0.629454443,0.573267144,3
21,msb_000021.msout,135698,1.742520404,0.612377649,4
21,msb_000021.msout,321319,0.231648342,2.125992111,4
21,msb_000021.msout,250545,0.555718766,2.242767152,4
21,msb_000021.msout,880,0.666402184,2.045400517,4
21,msb_000021.msout,133626,2.031257734,0.674123036,4
21,msb_000021.msout,166690,2.030950657,0.645401,4
21,msb_000021.msout,459251,1.909415496,0.518164317,4
21,msb_000021.msout,257010,0.668876968,1.75570697,4
22,msb_000022.msout,11327,0.877251699,1.12275628,1
22,msb_000022.msout,93549,0.737181821,0.95409469,1
22,msb_000022.msout,379942,0.707020042,1.225432351,1
22,msb_000022.msout,59996,1.184513586,0.791256384,1
22,msb_000022.msout,251542,0.749147323,0.850350742,1
22,msb_000022.msout,206742,0.714826092,0.741935865,1
22,msb_000022.msout,169324,0.719214806,1.022983442,1
22,msb_000022.msout,455102,1.122070232,1.035536771,1
22,msb_000022.msout,496857,1.921861013,2.138144979,2
22,msb_000022.msout,430515,2.19689095,2.184843834,2
22,msb_000022.msout,488230,1.738459082,2.060449164,2
22,msb_000022.msout,245906,2.238248325,2.198328976,2
22,msb_000022.msout,215627,2.189500454,1.948366382,2
22,msb_000022.msout,306546,1.76149185,2.215152592,2
22,msb_000022.msout,285557,2.087351616,2.207452263,2
22,msb_000022.msout,179997,1.728592246,1.836643891,2
22,msb_000022.msout,340034,0.215628594,0.730728227,3
22,msb_000022.msout,331206,0.294973797,0.249250641,3
22,msb_000022.msout,464436,0.506133062,0.539123868,3
22,msb_000022.msout,95236,0.574556863,0.435110685,3
22,msb_000022.msout,499530,0.239326934,0.472547623,3
22,msb_000022.msout,478395,0.603154079,0.387769695,3
22,msb_000022.msout,240365,0.626487231,0.504358119,3
22,msb_000022.msout,421261,0.491494809,0.227912615,3
22,msb_000022.msout,292470,0.24371436,1.903929862,4
22,msb_000022.msout,59179,1.917593114,0.646463945,4
22,msb_000022.msout,89198,0.467276744,1.999674242,4
22,msb_000022.msout,103052,0.519546173,2.169090011,4
22,msb_000022.msout,68811,2.049889041,0.344634275,4
22,msb_000022.msout,451836,0.662800803,2.208533057,4
22,msb_000022.msout,489714,0.252767606,2.15290645,4
22,msb_000022.msout,203921,0.230562083,2.234437374,4
23,msb_000023.msout,105640,1.216991012,0.766782097,1
23,msb_000023.msout,486450,0.791470298,1.157326338,1
23,msb_000023.msout,235862,1.019443805,1.178365417,1
23,msb_000023.msout,421015,0.892132943,0.877220239,1
23,msb_000023.msout,107722,1.122467624,1.196978851,1
23,msb_000023.msout,144677,0.836087291,0.957177848,1
23,msb_000023.msout,300184,1.001749923,1.188686556,1
23,msb_000023.msout,100627,0.904725675,1.122783035,1
23,msb_000023.msout,176750,2.127830714,2.110179271,2
23,msb_000023.msout,173335,2.227148923,2.097922744,2
23,msb_000023.msout,204294,1.92447086,1.851871796,2
23,msb_000023.msout,430291,2.195092337,1.748110974,2
23,msb_000023.msout,366320,2.171440766,1.784098204,2
23,msb_000023.msout,130182,1.961802152,2.190723536,2
23,msb_000023.msout,105725,1.847079108,2.088056913,2
23,msb_000023.msout,497867,2.093718768,1.717048013,2
23,msb_000023.msout,485983,0.748619038,0.567643428,3
23,msb_000023.msout,307912,0.380621014,0.693619257,3
23,msb_000023.msout,279692,0.742660373,0.458012401,3
23,msb_000023.msout,118063,0.344876093,0.524942829,3
23,msb_000023.msout,278643,0.699150889,0.624798403,3
23,msb_000023.msout,460946,0.409205919,0.2987493,3
23,msb_000023.msout,215883,0.27412808,0.281685485,3
23,msb_000023.msout,151061,0.265300208,0.369645218,3
23,msb_000023.msout,347799,1.859957149,0.419164886,4
23,msb_000023.msout,311543,0.678071085,1.974192898,4
23,msb_000023.msout,488260,0.201758192,2.128152983,4
23,msb_000023.msout,283918,0.343433014,1.807056158,4
23,msb_000023.msout,271111,0.271793725,1.968370872,4
23,msb_000023.msout,344131,2.056513566,0.712964507,4
23,msb_000023.msout,430125,2.012878672,0.573440988,4
23,msb_000023.msout,229825,1.901713254,0.705203241,4
24,msb_000024.msout,217702,1.08544853,0.730781453,1
24,msb_000024.msout,358932,1.075297744,0.865909849,1
24,msb_000024.msout,239451,1.161389317,0.747725388,1
24,msb_000024.msout,389170,0.859245414,1.245198157,1
24,msb_000024.msout,205042,1.078674475,1.197921995,1
24,msb_000024.msout,220396,1.094576226,0.712071241,1
24,msb_000024.msout,475003,1.249503809,1.117401036,1
24,msb_000024.msout,401196,0.908956556,0.947509609,1
24,msb_000024.msout,51956,2.138010703,2.236343017,2
24,msb_000024.msout,390523,1.850947623,1.948604078,2
24,msb_000024.msout,342929,2.099955171,1.887459013,2
24,msb_000024.msout,153760,1.952765849,1.759200139,2
24,msb_000024.msout,186562,2.035007603,2.11316516,2
24,msb_000024.msout,90213,2.218611011,1.98300238,2
24,msb_000024.msout,481026,1.750504966,2.185955877,2
24,msb_000024.msout,144730,2.114640868,2.095090091,2
24,msb_000024.msout,106069,0.748804274,0.205925724,3
24,msb_000024.msout,365493,0.294415982,0.482112561,3
24,msb_000024.msout,460601,0.475681651,0.48863154,3
24,msb_000024.msout,457523,0.714211161,0.498870835,3
24,msb_000024.msout,170296,0.731375379,0.516406592,3
24,msb_000024.msout,492748,0.394886196,0.709329972,3
24,msb_000024.msout,87137,0.29638384,0.232036087,3
24,msb_000024.msout,372673,0.202226513,0.410924683,3
24,msb_000024.msout,197483,2.180897724,0.551057702,4
24,msb_000024.msout,219471,0.555099135,2.194043571,4
24,msb_000024.msout,150626,1.935819615,0.598250804,4
24,msb_000024.msout,389233,2.221635084,0.370349091,4
24,msb_000024.msout,378681,2.079230607,0.393318033,4
24,msb_000024.msout,43786,0.595979201,1.712310577,4
24,msb_000024.msout,364415,0.507735373,2.198151059,4
24,msb_000024.msout,376808,0.297802465,1.952913833,4
25,msb_000025.msout,323588,0.892059968,1.131419176,1
25,msb_000025.msout,302966,1.117578993,0.895214818,1
25,msb_000025.msout,372541,1.21246376,1.247769833,1
25,msb_000025.msout,294695,1.155009257,1.024284189,1
25,msb_000025.msout,29927,0.822246542,1.089462214,1
25,msb_000025.msout,66823,1.079992457,1.024162516,1
25,msb_000025.msout,86811,0.908107714,0.91175097,1
25,msb_000025.msout,150331,0.802904861,1.190628996,1
25,msb_000025.msout,468588,1.83258815,1.791646345,2
25,msb_000025.msout,233440,1.968127874,2.074865571,2
25,msb_000025.msout,259925,1.906110397,2.138393027,2
25,msb_000025.msout,275195,2.227386357,2.21283813,2
25,msb_000025.msout,156770,2.119309739,1.903611613,2
25,msb_000025.msout,349925,2.173313183,1.895538348,2
25,msb_000025.msout,100683,2.054639026,2.186428497,2
25,msb_000025.msout,326008,1.767413866,2.201632856,2
25,msb_000025.msout,136567,0.300867283,0.593988591,3
25,msb_000025.msout,384198,0.602706891,0.202487137,3
25,msb_000025.msout,266613,0.242767555,0.701521866,3
25,msb_000025.msout,135829,0.37604116,0.724821054,3
25,msb_000025.msout,279344,0.409184078,0.483267721,3
25,msb_000025.msout,318609,0.672576097,0.656319653,3
25,msb_000025.msout,433130,0.685517001,0.309069424,3
25,msb_000025.msout,424055,0.484898077,0.442959901,3
25,msb_000025.msout,459373,0.648976077,1.738243494,4
25,msb_000025.msout,303598,0.414917911,2.130717136,4
25,msb_000025.msout,446063,2.166739429,0.745026287,4
25,msb_000025.msout,132671,1.751571448,0.613665769,4
25,msb_000025.msout,472456,0.730657297,1.924783925,4
25,msb_000025.msout,402505,2.231350289,0.634007481,4
25,msb_000025.msout,139650,2.121249228,0.277739604,4
25,msb_000025.msout,403028,1.908406752,0.290722212,4
26,msb_000026.msout,333793,0.740131672,1.175547573,1
26,msb_000026.msout,410350,0.781400645,1.154877648,1
26,msb_000026.msout,66709,1.001104784,1.030234741,1
26,msb_000026.msout,416386,0.753355035,1.203333639,1
26,msb_000026.msout,451534,1.008681394,0.775129303,1
26,msb_000026.msout,197063,1.207467245,1.086287313,1
26,msb_000026.msout,265140,0.726041801,0.711346906,1
26,msb_000026.msout,272198,0.748519178,1.090590204,1
26,msb_000026.msout,154918,1.873078765,2.139503957,2
26,msb_000026.msout,171593,2.125688717,2.201763783,2
26,msb_000026.msout,376602,1.857872705,1.751082407,2
26,msb_000026.msout,254339,1.970785118,1.957048499,2
26,msb_000026.msout,104812,2.032616732,2.187562036,2
26,msb_000026.msout,477696,1.894202306,1.789664122,2
26,msb_000026.msout,237294,1.956545923,1.834325021,2
26,msb_000026.msout,176525,1.802637699,2.157552585,2
26,msb_000026.msout,226068,0.749945134,0.253165999,3
26,msb_000026.msout,184864,0.219237863,0.62471993,3
26,msb_000026.msout,204382,0.379923545,0.552893115,3
26,msb_000026.msout,46091,0.489680406,0.532173769,3
26,msb_000026.msout,399172,0.561767399,0.373071728,3
26,msb_000026.msout,478312,0.673454078,0.401938038,3
26,msb_000026.msout,148859,0.253955712,0.70242976,3
26,msb_000026.msout,435292,0.381991411,0.307795846,3
26,msb_000026.msout,148277,1.993911179,0.745136003,4
26,msb_000026.msout,420914,1.93629916,0.215501323,4
26,msb_000026.msout,95932,0.204931866,2.012222307,4
26,msb_000026.msout,271531,2.241781637,0.281354954,4
26,msb_000026.msout,64514,1.963207247,0.619131208,4
26,msb_000026.msout,381093,0.327030272,2.245006781,4
26,msb_000026.msout,425239,0.49413718,1.766936554,4
26,msb_000026.msout,134040,2.043060912,0.385376141,4
27,msb_000027.msout,89931,1.179921315,1.21458946,1
27,msb_000027.msout,260903,1.104626466,0.723216191,1
27,msb_000027.msout,92156,0.735761015,0.759873971,1
27,msb_000027.msout,482720,0.72298146,1.176963204,1
27,msb_000027.msout,260224,0.944698192,0.952685776,1
27,msb_000027.msout,321440,0.973291252,1.223574332,1
27,msb_000027.msout,459317,1.175031847,1.248277724,1
27,msb_000027.msout,171088,1.16475547,0.96502272,1
27,msb_000027.msout,336383,2.135781049,1.96902922,2
27,msb_000027.msout,269219,2.006195875,1.701546043,2
27,msb_000027.msout,402172,1.893293814,1.830273343,2
27,msb_000027.msout,12658,1.88185285,1.990268165,2
27,msb_000027.msout,349535,1.98568331,1.899333986,2
27,msb_000027.msout,218489,2.04235112,2.067819116,2
27,msb_000027.msout,36307,2.224073902,1.879670526,2
27,msb_000027.msout,268435,1.757943207,1.725622509,2
27,msb_000027.msout,156719,0.669962079,0.405160498,3
27,msb_000027.msout,477661,0.573701573,0.488495483,3
27,msb_000027.msout,231748,0.288024009,0.456743592,3
27,msb_000027.msout,61703,0.281979923,0.358333179,3
27,msb_000027.msout,73021,0.625155698,0.336075316,3
27,msb_000027.msout,116315,0.361285016,0.747190207,3
27,msb_000027.msout,125869,0.404858061,0.330906732,3
27,msb_000027.msout,233848,0.495878286,0.652120711,3
27,msb_000027.msout,321680,2.170951363,0.689359806,4
27,msb_000027.msout,195957,2.208567332,0.546615567,4
27,msb_000027.msout,339921,2.189727717,0.582798433,4
27,msb_000027.msout,87639,1.731124399,0.513915114,4
27,msb_000027.msout,165105,0.52442485,1.814047251,4
27,msb_000027.msout,382711,1.866125237,0.408358823,4
27,msb_000027.msout,426132,0.449825854,1.94888507,4
27,msb_000027.msout,363616,2.033911921,0.67014067,4
28,msb_000028.msout,140253,0.949692956,0.715996336,1
28,msb_000028.msout,304675,0.789009382,0.925969164,1
28,msb_000028.msout,33058,0.85904608,1.162921474,1
28,msb_000028.msout,317275,1.095496499,0.743855521,1
28,msb_000028.msout,144413,1.153510404,1.057601883,1
28,msb_000028.msout,31105,0.87070092,0.767182778,1
28,msb_000028.msout,37047,1.161698569,1.24374255,1
28,msb_000028.msout,482733,1.095967425,0.916439418,1
28,msb_000028.msout,330784,2.161604933,1.7842615,2
28,msb_000028.msout,221159,1.809000862,1.811944811,2
28,msb_000028.msout,151318,1.97370852,2.193721262,2
28,msb_000028.msout,424003,1.854292055,2.017901863,2
28,msb_000028.msout,40303,1.776927426,1.981960069,2
28,msb_000028.msout,93864,2.169671563,1.895276725,2
28,msb_000028.msout,34514,1.722239217,1.819916892,2
28,msb_000028.msout,441628,2.108690586,2.070175255,2
28,msb_000028.msout,360259,0.551664828,0.248379636,3
28,msb_000028.msout,460783,0.456012536,0.518518248,3
28,msb_000028.msout,183067,0.462791463,0.233035784,3
28,msb_000028.msout,421840,0.598495051,0.274374517,3
28,msb_000028.msout,129207,0.666383447,0.536185081,3
28,msb_000028.msout,11469,0.426162315,0.401890167,3
28,msb_000028.msout,185157,0.41044634,0.210496078,3
28,msb_000028.msout,3248,0.311736651,0.669626812,3
28,msb_000028.msout,8337,0.244254231,2.00300348,4
28,msb_000028.msout,166820,2.153920188,0.259192151,4
28,msb_000028.msout,143711,1.790375134,0.390484482,4
28,msb_000028.msout,310492,0.273837674,2.074883356,4
28,msb_000028.msout,428672,0.570997644,1.938345998,4
28,msb_000028.msout,239853,0.593437541,1.859727105,4
28,msb_000028.msout,458967,1.787982981,0.381850254,4
28,msb_000028.msout,280188,2.039387839,0.65579145,4
29,msb_000029.msout,48605,0.76121092,1.00216323,1
29,msb_000029.msout,451697,0.878896666,1.181526824,1
29,msb_000029.msout,314602,0.895922923,0.810694655,1
29,msb_000029.msout,321532,0.99750169,1.161792083,1
29,msb_000029.msout,232029,1.060347482,1.100069023,1
29,msb_000029.msout,104288,0.995446911,0.878157745,1
29,msb_000029.msout,233168,0.919103474,1.099412733,1
29,msb_000029.msout,23500,0.875363273,0.794784896,1
29,msb_000029.msout,77212,2.03358564,2.120087356,2
29,msb_000029.msout,389755,2.034567303,1.720130518,2
29,msb_000029.msout,419481,2.131612593,2.217591208,2
29,msb_000029.msout,384395,2.170431287,2.029964019,2
29,msb_000029.msout,458875,1.921641954,2.182575277,2
29,msb_000029.msout,297708,2.124836783,2.210937296,2
29,msb_000029.msout,110544,1.922456859,2.047514523,2
29,msb_000029.msout,430258,2.246138516,1.887663702,2
29,msb_000029.msout,65884,0.64974643,0.741846622,3
29,msb_000029.msout,157101,0.211047082,0.206510697,3
29,msb_000029.msout,185444,0.520201176,0.202868779,3
29,msb_000029.msout,315201,0.613393893,0.331107418,3
29,msb_000029.msout,125818,0.580309274,0.612186795,3
29,msb_000029.msout,423982,0.540905063,0.58683105,3
29,msb_000029.msout,167381,0.275508425,0.489018854,3
29,msb_000029.msout,336780,0.670120873,0.669130313,3
29,msb_000029.msout,338296,1.966317129,0.253692801,4
29,msb_000029.msout,267836,0.623309334,1.939181943,4
29,msb_000029.msout,498329,1.914198457,0.492475396,4
29,msb_000029.msout,105004,2.138235093,0.696325821,4
29,msb_000029.msout,241928,1.880121728,0.676313674,4
29,msb_000029.msout,298139,0.50318768,2.123263494,4
29,msb_000029.msout,291151,0.396295557,2.08025341,4
29,msb_000029.msout,464968,0.355342758,1.892604371,4
30,msb_000030.msout,105868,0.926423147,1.124312073,1
30,msb_000030.msout,178750,1.16152895,1.155939312,1
30,msb_000030.msout,152815,0.862193251,0.720578047,1
30,msb_000030.msout,266450,0.712725078,0.735292971,1
30,msb_000030.msout,445900,1.064840507,0.723232437,1
30,msb_000030.msout,207120,0.982727748,0.838077917,1
30,msb_000030.msout,411137,1.105731621,0.802949791,1
30,msb_000030.msout,409932,1.046407801,0.708475594,1
30,msb_000030.msout,362319,2.077411822,1.935087074,2
30,msb_000030.msout,183651,2.23570166,1.703287095,2
30,msb_000030.msout,367960,1.993640427,1.971549674,2
30,msb_000030.msout,445771,1.988448341,2.121570288,2
30,msb_000030.msout,301836,1.704482412,2.032749043,2
30,msb_000030.msout,449608,2.028284038,2.121399524,2
30,msb_000030.msout,211849,1.996503406,2.109016275,2
30,msb_000030.msout,248673,2.014388999,2.23669046,2
30,msb_000030.msout,426942,0.375425833,0.471997843,3
30,msb_000030.msout,485659,0.681645985,0.670571749,3
30,msb_000030.msout,410032,0.356784174,0.419044942,3
30,msb_000030.msout,336875,0.684486327,0.502649725,3
30,msb_000030.msout,423763,0.293828085,0.62773285,3
30,msb_000030.msout,380421,0.489911499,0.370382994,3
30,msb_000030.msout,288560,0.638323335,0.296371608,3
30,msb_000030.msout,158696,0.408861406,0.245372092,3
30,msb_000030.msout,167037,1.880406535,0.303399364,4
30,msb_000030.msout,187466,0.278354351,2.04015118,4
30,msb_000030.msout,78624,1.882523291,0.349201956,4
30,msb_000030.msout,112303,2.203562017,0.435610822,4
30,msb_000030.msout,427569,0.290588471,1.951295816,4
30,msb_000030.msout,265627,2.039346959,0.238848583,4
30,msb_000030.msout,274416,0.411829389,2.046473759,4
30,msb_000030.msout,370181,0.381484433,1.723535319,4
31,msb_000031.msout,451785,0.802875761,1.176591932,1
31,msb_000031.msout,17326,1.190671016,0.970683568,1
31,msb_000031.msout,394759,0.93265043,0.77371861,1
31,msb_000031.msout,350211,0.793696669,1.245681704,1
31,msb_000031.msout,158733,1.068001375,1.12743765,1
31,msb_000031.msout,147413,0.771996892,0.846847725,1
31,msb_000031.msout,266518,1.20944171,0.852414058,1
31,msb_000031.msout,77822,0.817853187,1.120904268,1
31,msb_000031.msout,417263,1.798640006,1.733114545,2
31,msb_000031.msout,311442,2.142427238,2.113851375,2
31,msb_000031.msout,287303,1.909504914,2.140357412,2
31,msb_000031.msout,86212,1.965079596,2.134830893,2
31,msb_000031.msout,269754,2.153793512,1.875634954,2
31,msb_000031.msout,239064,1.772802542,1.746267285,2
31,msb_000031.msout,488059,2.226787573,2.155826494,2
31,msb_000031.msout,403598,2.030011287,2.210016246,2
31,msb_000031.msout,7423,0.467975597,0.475982044,3
31,msb_000031.msout,305839,0.396405567,0.317592886,3
31,msb_000031.msout,160834,0.425350015,0.715000526,3
31,msb_000031.msout,106632,0.216389557,0.54584484,3
31,msb_000031.msout,141279,0.45374685,0.491227221,3
31,msb_000031.msout,363368,0.550526963,0.529354662,3
31,msb_000031.msout,265469,0.418813252,0.334415968,3
31,msb_000031.msout,166210,0.22943692,0.333588557,3
31,msb_000031.msout,496910,0.574519,1.821026726,4
31,msb_000031.msout,455297,0.398146302,2.229843378,4
31,msb_000031.msout,248933,1.715780908,0.404938233,4
31,msb_000031.msout,349246,2.022404806,0.60786503,4
31,msb_000031.msout,43668,0.335651903,2.236650214,4
31,msb_000031.msout,440745,1.875925577,0.243768053,4
31,msb_000031.msout,30649,2.033326808,0.206958435,4
31,msb_000031.msout,486409,0.738574931,2.090547695,4
32,msb_000032.msout,136771,0.818555906,0.76802608,1
32,msb_000032.msout,54766,0.954205122,1.116127256,1
32,msb_000032.msout,472257,0.831045061,1.028481414,1
32,msb_000032.msout,34242,1.131836468,1.006876916,1
32,msb_000032.msout,170627,0.837369345,1.030240683,1
